"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Cumberland County","5091 Morganton Rd","Fayetteville","NC","28314","1523","Jean","Webb","Director","9104873010","Liquors-Retail","445310","","","","","Private","Cumberland","4.00","946000.00","","2007"
"Cumberland County ABC Store","2138 Cedar Creek Rd","Fayetteville","NC","28312","9546","","","","9104851296","Liquors-Retail","445310","","","","","Private","Cumberland","4.00","946000.00","","2005"
"Custom Home Pubs LLC","11416 E Independence Blvd # K","Matthews","NC","28105","4947","Geoffrey","Goss","Owner","7043155223","Beer & Ale-Retail","445310","722410","","","","Private","Mecklenburg","4.00","2024000.00","CUSTOMHOMEPUBS.COM","2011"
"D & S Distilling Co","1610 Jenkins Rd","Sevierville","TN","37876","2336","","","","8653661481","Tasting Rooms","445310","312140","541380","","","Private","Sevier","10.00","2533000.00","","2017"
"D & Wine Supply","147 4th Ave W","Hendersonville","NC","28792","4384","","","","8285131899","Wines-Retail","445310","","","","","Private","Henderson","2.00","472000.00","DBBREWERSANDWINESUPPLY.COM","2018"
"Dare County ABC Stores","47357 Nc 12 Hwy","Buxton","NC","27920","","Carol","Peele","Manager","2529955532","Liquors-Retail","445310","","","","","Private","Dare","4.00","942000.00","","2012"
"Dare County ABC Stores No 1","5440 N Croatan Hwy","Kitty Hawk","NC","27949","","Paul","Horak","Manager","2522612477","Liquors-Retail","445310","921190","","","","Private","Dare","5.00","1177000.00","","2003"
"Dawson Fine Wine & Spirits","46 Blue Ridge Pkwy","Dawsonville","GA","30534","9422","Elizabeth","Bier","Manager","7062652065","Liquors-Retail","445310","445310","445310","","","Private","Dawson","3.00","721000.00","DAWSONFINEWINESANDCIGARS.COM","2008"
"Db Brewer & Wine Supply LLC","147 4th Ave W # B","Hendersonville","NC","28792","4385","Elisabeth M","Graham","Manager","8285131899","Wines-Retail","445310","","","","","Private","Henderson","2.00","472000.00","DBBREWERSANDWINESUPPLY.COM","2016"
"Db Liquor","3027 N Main St","Anderson","SC","29621","2762","B","Patel","Manager","8642254100","Liquors-Retail","445310","445310","","","","Private","Anderson","2.00","956000.00","BP.COM","2007"
"Db Market","111 W Chatham St","Cary","NC","27511","3331","","","","9193772988","Wines-Retail","445310","","","","","Private","Wake","2.00","39000.00","","2015"
"Source: Employer information is provided by Infogroup, Omaha, NE,800/555-5211"
"Copyright 2019 All Rights Reserved. "
"Note:  The infoUSA data shall not be used in any manner as a factor in establishing an employer's eligibility for credit. "
"The information or data obtained from the employer database shall not be used in any manner as a factor in establishing an employer's eligibility for credit. Data represents employer database as of March 2019 "
