"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Ab Control Store","2961 US 221 N","Marion","NC","28752","9823","Debra","Melton","Manager","8286525328","Liquors-Retail","445310","","","","","Private","McDowell","6.00","1166000.00","","2010"
"ABC Belville","44 River Rd SE","Belville","NC","28451","7427","Michele","York","Manager","9103713383","Liquors-Retail","445310","445310","","","","Private","Brunswick","6.00","1304000.00","","1999"
"ABC Board","2634 Durham Chapel Hill # 100","Durham","NC","27707","2875","Randolph","Mills","Site Manager","9194196217","Liquors-Retail","445310","","","","","Private","Durham","10.00","2751000.00","DURHAMABC.COM","1999"
"ABC Board","115 N Cedar St","Greensboro","NC","27401","2228","Vickee","Armstrong","CEO","3362746304","Liquors-Retail","445310","","","","","Private","Guilford","95.00","35048000.00","GREENSBOROABC.COM","1996"
"ABC Board","201 W Fairfield Rd","High Point","NC","27263","1925","Rosalin","Stewart","Manager","3368613009","Liquors-Retail","445310","","","","","Private","Guilford","35.00","12913000.00","HIGHPOINTABC.COM","2014"
"ABC Board","603 W Harden St","Graham","NC","27253","2106","Larry","Brooks","Exec Director","3362266882","Liquors-Retail","445310","445310","","","","Private","Alamance","23.00","4965000.00","","2001"
"ABC Board of Pitt County","205 Queen St","Grifton","NC","28530","","","","","2525244533","Liquors-Retail","445310","","","","","Private","Pitt","1.00","232000.00","ABC.ORG","2006"
"ABC Board of Pitt County 4","3196 E 10th St","Greenville","NC","27858","4247","Kristan","Highsmith","Manager","2527582033","Liquors-Retail","445310","","","","","Private","Pitt","4.00","927000.00","ABC.NC.GOV","2006"
"ABC Board of Troutman","511 N Main St","Troutman","NC","28166","","","","","7045081407","Liquors-Retail","445310","445310","","","","Private","Iredell","5.00","1249000.00","","2016"
"ABC Board Triad Municipal","6850 Shallowford Rd","Lewisville","NC","27023","9704","","","","3367887141","Liquors-Retail","445310","","","","","Private","Forsyth","5.00","2410000.00","TRIADABC.ORG","1951"
"ABC Board Triad Municipal","4017 Country Club Rd","Winston Salem","NC","27104","3613","Gregory","Bradsher","Administrator","3367887141","Liquors-Retail","445310","","","","","Private","Forsyth","4.00","1928000.00","FORSYTHABC.ORG","1951"
"ABC Board Triad Municipal","3000 High Point Rd","Winston Salem","NC","27107","1720","Gregory","Bradsher","Administrator","3367887141","Liquors-Retail","445310","","","","","Private","Forsyth","4.00","1928000.00","TRIADABC.ORG","1992"
"ABC Board Triad Municipal","911 S State St","Yadkinville","NC","27055","6765","","","","3367887141","Liquors-Retail","445310","","","","","Private","Yadkin","5.00","916000.00","TRIADABC.ORG","1951"
"ABC Board Triad Municipal","2207 Oak Ridge Rd","Oak Ridge","NC","27310","9619","James","Waddell","President","3367887141","Liquors-Retail","445310","","","","","Private","Guilford","4.00","1476000.00","TRIADABC.ORG","1951"
"ABC Board Triad Municipal","2450 Market Center Dr","Clemmons","NC","27012","","Jeanette","Hatcher","Manager","3367887141","Liquors-Retail","445310","","","","","Private","Forsyth","5.00","2410000.00","TRIADABC.ORG","1951"
"ABC Board-Orange County","122 US Highway 70 E","Hillsborough","NC","27278","2173","","","","9197323432","Liquors-Retail","445310","445310","","","","Private","Orange","4.00","453000.00","","2016"
"ABC Board-Pitt County Store","3765 West Wilson St","Farmville","NC","27828","","Patricia","Dunn","Chairman","2527534407","Liquors-Retail","445310","445310","","","","Private","Pitt","2.00","464000.00","PITT.ABC.NC.GOV","2012"
"ABC Chowan Store","1328 N Broad St","Edenton","NC","27932","1464","Lewis","Waters","Manager","2524822622","Liquors-Retail","445310","","","","","Private","Chowan","5.00","913000.00","","2006"
"ABC Law Enforcement","3127 Starlight Dr","Winston Salem","NC","27107","4141","Gregory","Bradshar","Administrator","3367845808","Liquors-Retail","445310","","","","","Private","Forsyth","15.00","7228000.00","TRIADABC.ORG","1951"
"ABC Liquor Store","987 Nc Highway 210","Sneads Ferry","NC","28460","","Lisa","Poe","Manager","9103272064","Liquors-Retail","445310","","","","","Private","Onslow","8.00","1723000.00","","2017"
"ABC Liquor Store","1067 Independence Blvd","Virginia Beach","VA","23455","5523","Michael","Forbes","Site Manager","7573633866","Liquors-Retail","445310","","","","","Private","Virginia Beach","11.00","145000.00","","2012"
"ABC Liquor Store","3331 Pineville Matthews Rd","Charlotte","NC","28226","","Calvin","Mcdougal","Owner","7045404217","Liquors-Retail","445310","","","","","Private","Mecklenburg","4.00","2024000.00","","2012"
"ABC Liquor Stores","115 Workshop Ln","Jacksonville","NC","28546","7553","Rochelle","Pittman","Manager","9104558121","Liquors-Retail","445310","","","","","Private","Onslow","6.00","1293000.00","ABC12NEWS.COM","2002"
"ABC Liquor Stores","2500 Onslow Dr","Jacksonville","NC","28540","5610","Jewell","Thomas","Manager","9103471027","Liquors-Retail","445310","","","","","Private","Onslow","7.00","1508000.00","","1994"
"ABC Liquor Stores","419 S Marine Blvd","Jacksonville","NC","28540","3670","Rochelle","Pittman","Manager","9103463026","Liquors-Retail","445310","","","","","Private","Onslow","3.00","647000.00","","1992"
"ABC Liquor Stores","964 Nc Highway 210","Sneads Ferry","NC","28460","9135","","","","9103272064","Liquors-Retail","445310","","","","","Private","Onslow","5.00","1077000.00","ABCFWS.COM","1994"
"ABC Liquor Stores","1073 W Corbett Ave","Swansboro","NC","28584","8459","Heather","Cortese","Manager","9103264810","Liquors-Retail","445310","","","","","Private","Onslow","4.00","862000.00","","1996"
"ABC Mart","313 Beatty Drive","Mt Holly","NC","28120","","","","","8155053536","Liquors-Retail","445310","","","","","Private","Gaston","6.00","176000.00","","2018"
"Source: Employer information is provided by Infogroup, Omaha, NE,800/555-5211"
"Copyright 2019 All Rights Reserved. "
"Note:  The infoUSA data shall not be used in any manner as a factor in establishing an employer's eligibility for credit. "
"The information or data obtained from the employer database shall not be used in any manner as a factor in establishing an employer's eligibility for credit. Data represents employer database as of March 2019 "
