"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Noble Wine LLC","58 N Main St","Clayton","GA","30525","","","","","7062120407","Wines-Retail","445310","","","","","Private","Rabun","3.00","666000.00","NOBLEWINEGEORGIA.COM","2015"
"Noda Co Store","3221 Yadkin Ave","Charlotte","NC","28205","1027","","","","9808590441","Beer & Ale-Retail","445310","424810","452319","453920","","Private","Mecklenburg","3.00","1518000.00","THECOMPANYSTORENODA.COM","2016"
"Norlina ABC Store","1230 US Highway 158 Bus W","Norlina","NC","27563","9131","Larry","Spruill","Manager","2524563141","Liquors-Retail","445310","","","","","Private","Warren","4.00","606000.00","","2002"
"North Carolina Beer Co","615 Oberlin Rd # 102","Raleigh","NC","27605","3129","Gerald A","Jeutter Jr","Manager","9190001111","Beer & Ale-Retail","445310","","","","","Private","Wake","2.00","39000.00","","2017"
"North Corner Disc Beverage LLC","3647 Charlotte Hwy","Lancaster","SC","29720","7758","Chuck","Hunter","Owner","8032850204","Liquors-Retail","445310","445120","445310","","","Private","Lancaster","6.00","1477000.00","","2014"
"North Plaza Package Store","812 Lynn Garden Dr","Kingsport","TN","37660","5606","Anita","Staten","Manager","4232473721","Wines-Retail","445310","445310","","","","Private","Sullivan","5.00","1214000.00","","1984"
"North Wilkesboro ABC Store","297 Wilkesboro Ave","North Wilkesboro","NC","28659","","James","Lovette","Manager","3368384713","Liquors-Retail","445310","","","","","Private","Wilkes","5.00","1017000.00","ABC.NC.GOV","1984"
"Northampton County A B C Board","","Roanoke Rapids","NC","27870","","","","","2525376388","Liquors-Retail","445310","445310","","","","Private","Halifax","5.00","955000.00","","2015"
"Northampton County ABC Board","223 W Main St","Conway","NC","27820","","","","","2525851251","Liquors-Retail","445310","","","","","Private","Northampton","5.00","831000.00","","2011"
"Northampton Wine + Dine","211A E Broad St","Greenville","SC","29601","2813","Richard","De Bondt","Manager","8642713919","Wines-Retail","445310","722511","","","","Private","Greenville","15.00","5608000.00","NORTHAMPTONWINEANDDINE.COM","1981"
"Northshore Wines & Spirits","9417 S Northshore Dr","Knoxville","TN","37922","","Rick","Thomas","President","8656922004","Liquors-Retail","445310","445310","","","","Private","Knox","7.00","2466000.00","NORTHSHOREWS.COM","1998"
"Northside Package Store","2311 Browns Mill Rd","Johnson City","TN","37604","1910","Tanya","Dennis","President","4232821372","Liquors-Retail","445310","","","","","Private","Washington","7.00","2102000.00","NORTHSIDEWINESPIRITS.COM","1996"
"Norwood ABC Store","N Main St","Norwood","NC","28128","","Lanny","Whitley","Manager","7044744120","Liquors-Retail","445310","","","","","Private","Stanly","2.00","411000.00","","1986"
"Nosh & Wine LLC","606 Barbour Point Rd","Swansboro","NC","28584","8885","","","","9100001111","Wines-Retail","445310","","","","","Private","Onslow","2.00","431000.00","","2016"
"O'Darby's Beverage","1421 Riverchase Blvd","Rock Hill","SC","29732","1701","Doug","Hinson","Owner","8039802204","Liquors-Retail","445310","445310","","","","Private","York","5.00","2369000.00","ODARBYSPIRITS.COM","2007"
"O'Darby's Beverage","1740 Heckle Blvd","Rock Hill","SC","29732","1878","Angela","Jones","Manager","8033270052","Liquors-Retail","445310","445310","","","","Private","York","2.00","948000.00","ODARBYS.COM","2010"
"O'Darby's Beverages","739 Galleria Blvd # 122","Rock Hill","SC","29730","5785","Scott","Stack","Manager","8039819463","Liquors-Retail","445310","445310","","","","Private","York","2.00","948000.00","ODARBYSPIRITS.COM","2007"
"Oak Island ABC Store West","5402 E Oak Island Dr","Oak Island","NC","28465","5031","Marian","England","Manager","9102785551","Liquors-Retail","445310","","","","","Private","Brunswick","7.00","1521000.00","","2000"
"Oasis","102 Southport Rd","Spartanburg","SC","29306","3816","Rob","Coggins","Manager","8645950027","Liquors-Retail","445310","445310","","","","Private","Spartanburg","7.00","2406000.00","OASISPARTYSHOP.COM","1997"
"Ocean Bay Liquors","223 Fresh Dr # A","Myrtle Beach","SC","29579","4462","","","","8437962620","Liquors-Retail","445310","445310","","","","Private","Horry","2.00","679000.00","","2014"
"Ocean Isle Beach ABC","1505 Ocean Isle Beach Rd","Ocean Isle Beach","NC","28469","","Kevin","Dillow","Manager","9105796374","Liquors-Retail","445310","","","","","Private","Brunswick","3.00","652000.00","","1993"
"Odarbys Fine Wine & Spirits","1270 Fairwinds Rd","Landrum","SC","29356","","Doug","Hinson","Owner","8644571557","Wines-Retail","445310","","","","","Private","Spartanburg","6.00","2063000.00","ODARBYSLIQUORBARN.COM","2018"
"Odp Inc","661 W King St","Boone","NC","28607","3421","","","","8283861328","Beer & Ale-Retail","445310","","","","","Private","Watauga","4.00","879000.00","","2014"
"Office Bar & Lounge","1765 Virginia Beach Blvd","Virginia Beach","VA","23454","4527","Woody","Taylor","Owner","7574281073","Cocktail Mixes","445310","722511","722410","","","Private","Virginia Beach","6.00","79000.00","","1984"
"Ogden Tap Room","7324 Market St","Wilmington","NC","28411","9449","Jeff","Dininger","Owner","9108218185","Liquors-Retail","445310","722511","","","","Private","New Hanover","3.00","262000.00","OGDENTAPROOM.COM","2013"
"Old Neighborhood Spirits","48 E Pine Ave","Mc Bee","SC","29101","8416","","","","8433355700","Liquors-Retail","445310","","","","","Private","Chesterfield","2.00","373000.00","","2013"
"Olde Hickory Tap Room","222 Union Sq NW # 101","Hickory","NC","28601","6118","Stephen","Lowery","Owner","8283221965","Tasting Rooms","445310","722511","","","","Private","Catawba","55.00","13630000.00","OLDEHICKORYTAPROOM.COM","1995"
"Ole Smokey Distillery","101 Bruce St","Sevierville","TN","37862","3501","","","","8653661037","Wines-Retail","445310","","","","","Private","Sevier","8.00","2027000.00","","2016"
"Om Liquore Inc","631 S Irby St","Florence","SC","29501","5211","John","Mody","Owner","8436698602","Liquors-Retail","445310","445310","","","","Private","Florence","1.00","217000.00","","1984"
"One Stop Wine & Liquor","1735 W State of Franklin R #10","Johnson City","TN","37604","6573","","","","4232329463","Wines-Retail","445310","","","","","Private","Washington","8.00","2402000.00","ONESTOPWINES.NET","2014"
"One Stop Wine & Liquor","2710 N Roan St","Johnson City","TN","37601","1775","","","","4232329463","Liquors-Retail","445310","","","","","Private","Washington","5.00","1501000.00","ONESTOPWINES.NET","2017"
"One Two Three Spirits","6129 Calhoun Memorial Hwy","Easley","SC","29640","3781","Ashoka","Patel","Owner","8644426558","Liquors-Retail","445310","445310","","","","Private","Pickens","1.00","238000.00","","2012"
"One-Stop Convenience Store","1912 S Roan St","Johnson City","TN","37601","7559","Ben","Scharfstein","Owner","4239286900","Beer & Ale-Retail","445310","","","","","Private","Washington","10.00","3002000.00","ONESTOPWINES.NET","1984"
"One-Stop Disc Wines & Liquors","","Johnson City","TN","37601","","","","","4239268366","Liquors-Retail","445310","445310","","","","Private","Washington","5.00","1501000.00","","2011"
"One-Stop Discount Wines","1735 W State of Franklin R #10","Johnson City","TN","37604","6573","Phil","Scharfstein","Owner","4239262448","Liquors-Retail","445310","445310","","","","Private","Washington","8.00","2402000.00","ONESTOPWINES.NET","1984"
"Openroad Tavern","542 Highway 123","Turtletown","TN","37391","4465","Andrew","Jones","Owner","4234965221","Beer & Ale-Retail","445310","","","","","Private","Polk","2.00","386000.00","","2004"
"Orange County ABC Board Ofc","601 Valley Forge Rd","Hillsborough","NC","27278","8516","Linda","Novara","Manager","9197323432","Liquors-Retail","445310","","","","","Private","Orange","5.00","566000.00","ORANGEABC.COM","2004"
"Orange County ABC Board Store","609 Meadowmont Village Cir","Chapel Hill","NC","27517","7587","","","","9199424011","Liquors-Retail","445310","445310","","","","Private","Durham","4.00","1101000.00","","2015"
"Orange County ABC Board Store","602 Jones Ferry Rd","Carrboro","NC","27510","2165","","","","9199329754","Liquors-Retail","445310","445310","","","","Private","Orange","4.00","453000.00","ORANGECOUNTYABC.GOV","2015"
"Orange County ABC Board Store","1724 Fordham Blvd","Chapel Hill","NC","27514","5808","Mike","Ewart","Manager","9199426751","Liquors-Retail","445310","445310","","","","Private","Orange","15.00","1697000.00","ORANGEABC.CO","1994"
"Source: Employer information is provided by Infogroup, Omaha, NE,800/555-5211"
"Copyright 2019 All Rights Reserved. "
"Note:  The infoUSA data shall not be used in any manner as a factor in establishing an employer's eligibility for credit. "
"The information or data obtained from the employer database shall not be used in any manner as a factor in establishing an employer's eligibility for credit. Data represents employer database as of March 2019 "
