"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Bless Your Heart Wine & Art","104 S Main St","Kernersville","NC","27284","2758","","","","3365770219","Wines-Retail","445310","","","","","Private","Forsyth","1.00","482000.00","BLESSYOURHEARTWINEANDART.COM","2016"
"Blount Countys Best Selections","1781 W Broadway Ave","Maryville","TN","37801","5509","","","","8659839330","Wines-Retail","445310","","","","","Private","Blount","8.00","2021000.00","","2016"
"Blue Ridge Beer Hub","21 East St","Waynesville","NC","28786","2081","Marlowe","Mager","Owner","8282469320","Beer & Ale-Retail","445310","424820","","","","Private","Haywood","2.00","441000.00","","2018"
"Blue Ridge Distributing Co Inc","2214 N College Ave","Newton","NC","28658","2797","Larry E","Robinson","President","8284648483","Liquors-Retail","445310","445310","445310","","","Private","Catawba","5.00","1240000.00","","2011"
"Blue Ridge Wine & Spirits","1884 Highway 14 E","Landrum","SC","29356","9154","","","","8644575260","Liquors-Retail","445310","445310","","","","Private","Spartanburg","2.00","688000.00","","2005"
"Boardwalk Winery","1314 Celebrity Cir # U168","Myrtle Beach","SC","29577","7491","Tim","Walker","Owner","8437121944","Wines-Retail","445310","312130","","","","Private","Horry","2.00","673000.00","BOARDWALKWINERY.COM","2011"
"Bob's Liquor & Wine","220 N Winston Rd","Knoxville","TN","37919","5536","Bob","Gilbertson","Owner","8656932483","Beer & Ale-Retail","445310","445310","445310","445310","","Private","Knox","12.00","4227000.00","BOBSWINE.COM","1970"
"Boiling Springs Liquor","105 Mcmillin Blvd","Boiling Springs","SC","29316","5729","Rohit","Shah","Owner","8648142111","Liquors-Retail","445310","445310","","","","Private","Spartanburg","1.00","344000.00","","1998"
"Boiling Springs Wine & Cigar","105 Mcmillin Blvd","Boiling Springs","SC","29316","5729","Kartik","Shah","Manager","8648046069","Liquors-Retail","445310","445310","445310","","","Private","Spartanburg","2.00","688000.00","SHAHCIGAR.COM","2011"
"Bond Brothers Beer Co","202 E Cedar St","Cary","NC","27511","3440","Andy","Schnitzer","Owner","9192724931","Beer & Ale-Retail","445310","","","","","Private","Wake","2.00","39000.00","","2016"
"Bond Street Wines","145 W Main St","Spartanburg","SC","29306","2305","Jeff","House","President","8647072790","Wines-Retail","445310","","","","","Private","Spartanburg","2.00","688000.00","BONDSTREETWINES.COM","2017"
"Boogey's Spirits","4999 Carolina Forest Blvd","Myrtle Beach","SC","29579","3587","","","","8439036898","Liquors-Retail","445310","445310","","","","Private","Horry","2.00","679000.00","","2008"
"Boone Distributing Co","308 Lafe Cox Dr","Johnson City","TN","37604","7499","","","","4239268682","Beer & Ale-Retail","445310","424810","","","","Private","Washington","2.00","601000.00","","2012"
"Bootlegger Liquors","1300 Highway 544","Conway","SC","29526","6592","James","Varcadipane","Owner","8433477479","Liquors-Retail","445310","445310","","","","Private","Horry","2.00","679000.00","","2010"
"Bordeaux Fine & Rare","3300 Lake Woodard Dr","Raleigh","NC","27604","3828","Bill","Bowman","Owner","9198509463","Wines-Retail","445310","424820","","","","Private","Wake","2.00","39000.00","BFRWINE.COM","2004"
"Boston Beer Co","7215 Witham Ct","Charlotte","NC","28270","1311","","","","6173685000","Beer & Ale-Retail","445310","","","","","Private","Mecklenburg","4.00","2024000.00","BOSTONBEER.COM","2001"
"Bosu's Wine Shop","138 Miller St","Waynesville","NC","28786","3716","Robert","Dune","Owner","8284520120","Wines-Retail","445310","","","","","Private","Haywood","1.00","221000.00","BOSUSWINESHOP.GODADDYSITES.COM","1993"
"Botanas Beer","901 Smoky Park Hwy","Candler","NC","28715","5547","Miguel","Gonzalez","Other","8286651110","Beer & Ale-Retail","445310","722511","","","","Private","Buncombe","4.00","1792000.00","BOTANASANDBEER.COM","2014"
"Bottle Box","325 W 21st St","Norfolk","VA","23517","2112","","","","7579617671","Beer & Ale-Retail","445310","","","","","Private","Norfolk","6.00","1584000.00","BOTTLEBOX.BEER","2015"
"Bottle Bungalow","481 Highway 9 E","Longs","SC","29568","8704","","","","8433997881","Liquors-Retail","445310","423850","445310","","","Private","Horry","2.00","679000.00","","2011"
"Bottle Mixx","8111 Creedmoor Rd # 153","Raleigh","NC","27613","4395","Ellen","Mc Kim","Owner","9196151703","Beer & Ale-Retail","445310","","","","","Private","Wake","2.00","39000.00","BOTTLEMIXX.COM","2013"
"Bottle Revolution","4025 Lake Boone Trl # 105","Raleigh","NC","27607","3080","Nick","Lazarus","Owner","9193078991","Beer & Ale-Retail","445310","","","","","Private","Wake","2.00","39000.00","BOTTLEREV.COM","2014"
"Bottom's Up","2000 Highway 160 W # 107","Fort Mill","SC","29708","8546","","","","8035481011","Liquors-Retail","445310","445310","454390","","","Private","York","2.00","948000.00","","2012"
"Bouharoun's Package Store Inc","301 Falls St","Greenville","SC","29601","2829","Pat","Bouharoun","Owner","8642332738","Liquors-Retail","445310","445310","453998","","","Private","Greenville","1.00","374000.00","BOUHAROUNS.COM","1988"
"Bouharoun's Package Store Inc","1102 W Washington St","Greenville","SC","29601","1344","Peter","Bouharoun","Owner","8642321100","Liquors-Retail","445310","445310","","","","Private","Greenville","3.00","1122000.00","","1997"
"Brad's","1140 Highway 55 E","Clover","SC","29710","9162","Partick","Naik","Manager","8032227575","Liquors-Retail","445310","","","","","Private","York","1.00","474000.00","","1997"
"Source: Employer information is provided by Infogroup, Omaha, NE,800/555-5211"
"Copyright 2019 All Rights Reserved. "
"Note:  The infoUSA data shall not be used in any manner as a factor in establishing an employer's eligibility for credit. "
"The information or data obtained from the employer database shall not be used in any manner as a factor in establishing an employer's eligibility for credit. Data represents employer database as of March 2019 "
