"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Artesian Enterprises","4319 Waterleaf Ct # 101","Greensboro","NC","27410","8171","Peter T","Booras","President","3363161260","Wines-Retail","445310","","","","","Private","Guilford","54.00","19922000.00","FREEDOMBEVERAGECOMPANY.NET","2011"
"Artisan Wine Merchant","8659 Caratoke Hwy","Powells Point","NC","27966","9783","","","","2523059463","Wines-Retail","445310","","","","","Private","Currituck","2.00","446000.00","ARTISANWINEMERCHANT.NET","2015"
"Ashe's Wines & Spirits","4534 Old Kingston Pike","Knoxville","TN","37919","5234","Thad","Cox","Owner","8655843341","Liquors-Retail","445310","445310","445310","","","Private","Knox","7.00","2466000.00","ASHESWINES.COM","1993"
"Asheboro ABC Board","700 S Fayetteville St","Asheboro","NC","27203","6406","Rodney","Johnson","Manager","3366292530","Liquors-Retail","445310","","","","","Private","Randolph","9.00","1923000.00","","2008"
"Asheville ABC Board","145 Tunnel Rd","Asheville","NC","28805","1817","","","","8282546915","Liquors-Retail","445310","445310","","","","Private","Buncombe","5.00","2240000.00","ASHEVILLEABCBOARD.COM","2014"
"Asheville ABC Board","807 Merrimon Ave","Asheville","NC","28804","2404","","","","8282543739","Liquors-Retail","445310","445310","","","","Private","Buncombe","5.00","2240000.00","ASHEVILLEABCBOARD.COM","2014"
"Asheville ABC Board","205 Louisiana Ave","Asheville","NC","28806","3423","","","","8282557862","Liquors-Retail","445310","445310","","","","Private","Buncombe","5.00","2240000.00","ASHEVILLEABCBOARD.COM","2014"
"Asheville ABC Board","1 Cherry St","Asheville","NC","28801","2221","June","Styles","Manager","8282535661","Liquors-Retail","445310","445310","","","","Private","Buncombe","4.00","1792000.00","ASHEVILLEABCBOARD.COM","2004"
"Asheville ABC Board","75 Long Shoals Rd","Arden","NC","28704","","Gayle","Cole","Manager","8286760806","Liquors-Retail","445310","445310","","","","Private","Buncombe","5.00","2240000.00","ASHEVILLEABC.COM","2009"
"Asheville ABC Board","337 New Leicester Hwy","Asheville","NC","28806","2046","Barbie","Bunrette","Manager","8282544922","Liquors-Retail","445310","445310","","","","Private","Buncombe","5.00","2240000.00","","2009"
"Asheville ABC Board","582 Hendersonville Rd","Asheville","NC","28803","2822","","","","8285053705","Liquors-Retail","445310","445310","","","","Private","Buncombe","5.00","2240000.00","","2009"
"Asheville ABC Board 4","179 S Charlotte St","Asheville","NC","28801","3766","Gayle","Coyle","Manager","8282546491","Liquors-Retail","445310","","","","","Private","Buncombe","4.00","1792000.00","ASHEVILLEABC.COM","2001"
"Asheville ABC Board LLC","3933 Sweeten Creek Rd","Arden","NC","28704","3133","Barbie","Bernette","Manager","8286877061","Liquors-Retail","445310","445310","","","","Private","Buncombe","4.00","1792000.00","","2011"
"Asheville Wine Market Inc","65 Biltmore Ave","Asheville","NC","28801","3626","Laurence","Weaver","Owner","8282530060","Beer & Ale-Retail","445310","445310","","","","Private","Buncombe","6.00","2688000.00","ASHEVILLEWINE.COM","1932"
"Atlantic Craft Beer-Spec Wine","8845 Caratoke Hwy # 5","Harbinger","NC","27941","","","","","2522026923","Beer & Ale-Retail","445310","","","","","Private","Currituck","4.00","892000.00","","2018"
"Atlantic Discount Spirits","2901 S Highway 17","Murrells Inlet","SC","29576","7624","James","Varcadipane","President","8433576232","Liquors-Retail","445310","","","","","Private","Horry","4.00","1357000.00","","2005"
"Atomic Liquors","604 E Chatham St # D","Cary","NC","27511","6926","Matthew J","Crittenden","Other","9190001111","Liquors-Retail","445310","","","","","Private","Wake","3.00","58000.00","","2017"
"Aviator Beer Shop","601 Broad St","Fuquay Varina","NC","27526","1709","","","","9196055497","Beer & Ale-Retail","445310","","","","","Private","Wake","2.00","39000.00","AVIATORBREW.COM","2015"
"B & B Package Store","3636 Fort Henry Dr # 1","Kingsport","TN","37664","4067","Thomas","Carter","Owner","4232466801","Liquors-Retail","445310","445310","","","","Private","Sullivan","7.00","1699000.00","BANDBPACKAGE.COM","1984"
"B & B Package Store","1699 Highway 17","Little River","SC","29566","9238","Carol","Hulon","Owner","8432497476","Liquors-Retail","445310","445310","","","","Private","Horry","3.00","1018000.00","","1996"
"Bacchus Wine & Cheese","891 Albacore St","Corolla","NC","27927","9664","Jessica","Tencza","Owner","2524534333","Wines-Retail","445310","722511","","","","Private","Currituck","8.00","1783000.00","BACCHUSWINEANDCHEESE.COM","1991"
"Bacchus Wine Shoppe","355 N Main St # 5","Hiawassee","GA","30546","2256","Rainer","Arnold","Owner","7068969947","Wines-Retail","445310","","","","","Private","Towns","2.00","431000.00","BACCHUSBEERANDWINE.COM","2003"
"Barwley Beverage","4620 Park Rd","Charlotte","NC","28209","3867","Michael","Brawley","Owner","7045211300","Beer & Ale-Retail","445310","424490","445310","","","Private","Mecklenburg","1.00","506000.00","BRAWLEYS.COM","2003"
"Beach Wine & Spirits","2266 E Highway 501","Conway","SC","29526","9523","Albert","Aversano","Owner","8433470432","Liquors-Retail","445310","445310","","","","Private","Horry","1.00","340000.00","","2012"
"Beach'n Wine Designs","","Chesapeake","VA","23321","","","","","7575412120","Wines-Retail","445310","","","","","Private","Chesapeake","3.00","777000.00","","2011"
"Bearding Bottle Shop","6 Town Sq # D","Blairsville","GA","30512","3508","","","","7067452337","Liquors-Retail","445310","424490","","","","Private","Union","2.00","428000.00","","1984"
"Bearding Bottle Shop","588 E Main St # D","Blue Ridge","GA","30513","7155","","","","7069462336","Liquors-Retail","445310","445310","","","","Private","Fannin","2.00","463000.00","","2015"
"Beasleys","426 S Mcdowell St","Raleigh","NC","27601","1727","Jessie","Koppenhaver","Manager","9193220127","Liquors-Retail","445310","","","","","Private","Wake","3.00","58000.00","AC-RESTAURANTS.COM","2015"
"Source: Employer information is provided by Infogroup, Omaha, NE,800/555-5211"
"Copyright 2019 All Rights Reserved. "
"Note:  The infoUSA data shall not be used in any manner as a factor in establishing an employer's eligibility for credit. "
"The information or data obtained from the employer database shall not be used in any manner as a factor in establishing an employer's eligibility for credit. Data represents employer database as of March 2019 "
