"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Wine & Design","5452 Apex Peakway","Apex","NC","27502","3924","Myra","Stotesbury","Manager","9193552855","Wines-Retail","445310","","","","","Private","Wake","2.00","39000.00","WINEANDDESIGN.COM/APEX","2015"
"Wine & Design","4505 Highway 17 S # 3","North Myrtle Bch","SC","29582","5295","Janie","Aldridge","Owner","8434914402","Wines-Retail","445310","611610","","","","Private","Horry","4.00","1357000.00","WINEANDDESIGN.COM","2010"
"Wine & Design Fayetteville LLC","113 Donaldson St","Fayetteville","NC","28301","5521","Jessalyn","Abril","Owner","9100001111","Wines-Retail","445310","","","","","Private","Cumberland","2.00","473000.00","","2015"
"Wine & Design Hickory LLC","2440 N Center St","Hickory","NC","28601","1335","","","","8283226572","Wines-Retail","445310","611610","","","","Private","Catawba","5.00","1240000.00","","2013"
"Wine & Design Wake Forest LLC","3325 Rogers Rd # 104","Wake Forest","NC","27587","3857","Joe","O'Keefe","Owner","9194530552","Wines-Retail","445310","425120","611610","","","Private","Wake","2.00","39000.00","SHOPWINE101NC.COM","2010"
"Wine & Spirits Cellar","1781 W Broadway Ave","Maryville","TN","37801","5509","W Joseph","Anderson","Owner","8659839330","Liquors-Retail","445310","424490","445310","","","Private","Blount","9.00","2273000.00","THEWINEANDSPIRITSCELLAR.COM","2002"
"Wine & Words II","220 W Main St","Washington","NC","27889","4946","Sred","Atwater","Owner","2529742870","Wines-Retail","445310","","","","","Private","Beaufort","2.00","373000.00","WASHINGTONWINEANDGOURMET.COM","1976"
"Wine 101","17 N Main St","Wendell","NC","27591","8076","Liz","Chambers","Manager","9194264042","Wines-Retail","445310","722410","445310","","","Private","Wake","2.00","39000.00","WINEANDBEER101.COM","2017"
"Wine Authorities","2501 University Dr # 6A","Durham","NC","27707","2159","Craig","Heffley","Owner","9194892884","Wines-Retail","445310","722511","","","","Private","Durham","6.00","1651000.00","WINERALEIGHNC.COM","2007"
"Wine Authorities","211 E Franklin St","Raleigh","NC","27604","1201","Craig C","Heffley","Owner","9198319463","Wines-Retail","445310","","","","","Private","Wake","2.00","39000.00","WINEAUTHORITIES.COM","2013"
"Wine Cellar & Tasting Room","241 NE Broad St","Southern Pines","NC","28387","5526","Robyn","James","Owner","9106923066","Wines-Retail","445310","","","","","Private","Moore","2.00","480000.00","THEWINECELLARANDTASTINGROOM.COM","1997"
"Wine Cellar Outlet","8601 Glenwood Ave # Q","Raleigh","NC","27617","7302","","","","8476048745","Wines-Retail","445310","","","","","Private","Wake","2.00","39000.00","THEWINECELLARGROUP.COM","2016"
"Wine Co","401 N Great Neck Rd # 123","Virginia Beach","VA","23454","4063","Tyler","Lange","Manager","7574639463","Wines-Retail","445310","","","","","Private","Virginia Beach","9.00","119000.00","WINE.COM","2011"
"Wine Cottage","1615 State Highway 17 # 18","Young Harris","GA","30582","1880","","","","7068969238","Wines-Retail","445310","445310","","","","Private","Towns","3.00","646000.00","","2012"
"Wine Crate LLC","132 E Water St","Washington","NC","27889","4965","","","","2520001111","Wines-Retail","445310","","","","","Private","Beaufort","2.00","373000.00","","2017"
"Wine Down On Main Inc","28 E Main St","Brevard","NC","28712","3738","Patti","Butler","Owner","8288839463","Wines-Retail","445310","","","","","Private","Transylvania","2.00","367000.00","","2015"
"Wine Emporium","1229 Stamp Creek Rd","Salem","SC","29676","4620","Paul","Trehearne","Owner","8649441015","Wines-Retail","445310","445299","445299","445310","","Private","Oconee","4.00","869000.00","WINEEMPORIUMSC.COM","2003"
"Wine Feed","602 Glenwood Ave","Raleigh","NC","27603","1224","Phillip","Zucchino","Owner","9193740036","Liquors-Retail","445310","424910","","","","Private","Wake","3.00","58000.00","THEWINEFEED.COM","2011"
"Source: Employer information is provided by Infogroup, Omaha, NE,800/555-5211"
"Copyright 2019 All Rights Reserved. "
"Note:  The infoUSA data shall not be used in any manner as a factor in establishing an employer's eligibility for credit. "
"The information or data obtained from the employer database shall not be used in any manner as a factor in establishing an employer's eligibility for credit. Data represents employer database as of March 2019 "
