"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"ABC of Sparta","48 S Main St","Sparta","NC","28675","9643","Barry","Atwood","Manager","3363724696","Liquors-Retail","445310","445310","","","","Private","Alleghany","4.00","1235000.00","SKYBEST.COM","1998"
"ABC Package Store","2918 N Herritage St","Kinston","NC","28501","1580","Brantly","Uzell","Manager","2525221331","Liquors-Retail","445310","","","","","Private","Lenoir","5.00","1543000.00","","2018"
"ABC Package Store","530 N Glenwood Ave","Dalton","GA","30721","2813","Fal","Patel","Owner","7062787113","Liquors-Retail","445310","445310","","","","Private","Whitfield","3.00","829000.00","ABCCONCEPTS.COM","1986"
"ABC Party Store","648 Lancaster Hwy # C","Chester","SC","29706","3612","Jim","Pauls","Owner","8033778901","Liquors-Retail","445310","","","","","Private","Chester","2.00","385000.00","","1996"
"ABC Rowland","308 N Bond St","Rowland","NC","28383","","","","","9104223400","Liquors-Retail","445310","445310","","","","Private","Robeson","3.00","654000.00","","1999"
"ABC Shot","3641 Pelham Rd","Greenville","SC","29615","5002","","","","8642886466","Liquors-Retail","445310","445310","","","","Private","Greenville","2.00","748000.00","SHOTABC.COM","2013"
"ABC State Liquor Store","501 Main St # F","Kenbridge","VA","23944","2001","David","Wingold","Site Manager","4346768115","Liquors-Retail","445310","","","","","Private","Lunenburg","6.00","1016000.00","","2012"
"ABC Store","7911 ACC Blvd","Raleigh","NC","27617","8742","","","","9193815004","Liquors-Retail","445310","","","","","Private","Wake","3.00","58000.00","WAKEABC.COM","1937"
"ABC Store","12344 S 226 Hwy","Spruce Pine","NC","28777","8905","Bob","Robinson","Manager","8287651158","Liquors-Retail","445310","","","","","Private","Mitchell","5.00","791000.00","ABC.NC.GOV","2009"
"ABC Store","400 Old Franklin Tpke # 101","Rocky Mount","VA","24151","5858","Lavern","Moran","Site Manager","5404820280","Liquors-Retail","445310","","","","","Private","Franklin","5.00","946000.00","ABCSTORES.COM","2011"
"ABC Store","500 Americhase Dr # A","Greensboro","NC","27409","9507","Patrick","Tate","Manager","3368415510","Liquors-Retail","445310","","","","","Private","Guilford","4.00","1476000.00","GREENSBOROABC.COM","2004"
