"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Lake Lure ABC Stores","2654 Memorial Hwy","Lake Lure","NC","28746","","Charles","Mc Entire","Manager","8286252306","Liquors-Retail","445310","445310","","","","Private","Rutherford","3.00","588000.00","","1999"
"Lakeview Spirits","102 Lakeview Blvd","Hartsville","SC","29550","3059","Rakesh","Kumavat","Owner","8433399721","Liquors-Retail","445310","","","","","Private","Darlington","2.00","431000.00","","2011"
"Lang's Liquor Store","8878 Kingston Pike # A","Knoxville","TN","37923","5001","John","Tweedall","Owner","8656913123","Liquors-Retail","445310","445310","","","","Private","Knox","6.00","2114000.00","LANGESLIQUORSTORE.COM","1996"
"Last Call ABC","936 E Liberty St","York","SC","29745","1662","","","","8036844419","Liquors-Retail","445310","445310","","","","Private","York","2.00","948000.00","","2000"
"Laurel Park Wine Market","6 Wickham Way","Hendersonville","NC","28791","1732","","","","8286963283","Wines-Retail","445310","","","","","Private","Henderson","2.00","472000.00","TRUEVINEIMPORTS.COM","2007"
"Lenoir ABC Store","115 ABC Ct NE","Lenoir","NC","28645","4400","Marvin","Lovins","Manager","8287546820","Liquors-Retail","445310","","","","","Private","Caldwell","12.00","2532000.00","LENOIRABC.COM","2002"
"Lenoir ABC Store","1326 Connelly Springs Rd","Lenoir","NC","28645","6397","Tarina","Woody","Manager","8287585308","Liquors-Retail","445310","","","","","Private","Caldwell","4.00","844000.00","LENOIRABC.COM","2005"
"Lenoir County ABC Board Office","110 S Herritage St","Kinston","NC","28501","1109","Brantley","Uzzell","Manager","2525230775","Liquors-Retail","445310","921120","921190","","","Private","Lenoir","3.00","926000.00","LENOIR.ABC.NC.GOV","1989"
"Liberty ABC Board","423 W Swannanoa Ave","Liberty","NC","27298","","Anthony","Beasley","Manager","3366223311","Liquors-Retail","445310","445310","","","","Private","Randolph","5.00","1069000.00","RTMC.NET","1994"
"Liberty Liquor Emporium","578 W Main St # 1","Liberty","SC","29657","9116","","","","8648430777","Liquors-Retail","445310","445310","","","","Private","Pickens","1.00","238000.00","","1984"
"Liberty Tavern","7976 Market St","Wilmington","NC","28411","9382","Stan","Alessandro","Owner","9105993807","Liquors-Retail","445310","722410","","","","Private","New Hanover","8.00","697000.00","LIBERTYTAVERNNC.COM","2013"
"Lifted Spirits","108 Redfield Pl","Goldsboro","NC","27530","5417","","","","9190001111","Liquors-Retail","445310","","","","","Private","Wayne","5.00","1073000.00","","2015"
"Light House Wine & Liquor","1933 W Elk Ave","Elizabethton","TN","37643","3734","","","","4235429463","Liquors-Retail","445310","445310","445310","","","Private","Carter","3.00","655000.00","","2013"
"Lighthouse Beer & Wine","220 Causeway Dr","Wrightsville Bch","NC","28480","1735","Jason","Adams","Owner","9102568622","Beer & Ale-Retail","445310","423820","445310","","","Private","New Hanover","3.00","262000.00","LIGHTHOUSEBEERANDWINE.COM","1998"
"Lil Robert's Place","25 Union St S","Concord","NC","28025","5009","Robert","Burrage","Owner","7047952337","Beer & Ale-Retail","445310","","","","","Private","Cabarrus","4.00","930000.00","LILROBERTSPLACE.COM","2010"
"Lincoln County ABC Store","7531 Waterside Crossing Blvd","Denver","NC","28037","3003","David","Goodnight","Manager","7048200665","Liquors-Retail","445310","445310","","","","Private","Lincoln","8.00","1799000.00","ABC.NC.GOV","2004"
"Lincolnton ABC Store","105 Stanford Rd","Lincolnton","NC","28092","3957","Bert","Honeycutt","Manager","7047354466","Liquors-Retail","445310","","","","","Private","Lincoln","5.00","1125000.00","","1995"
"Liquor & Wine of the Smokies","115 N Mountain Trl","Gatlinburg","TN","37738","5103","Hunter","Mcintosh","Owner","8654364249","Wines-Retail","445310","445310","445310","","","Private","Sevier","4.00","1014000.00","LIQUORANDWINEOFTHESMOKIES.COM","2011"
"Liquor & Wine World","1301 W Wade Hampton Blvd","Greer","SC","29650","1120","","","","8644699656","Liquors-Retail","445310","","","","","Private","Greenville","2.00","748000.00","","2017"
"Liquor At the Lake","4034 Charlotte Hwy # 104","Clover","SC","29710","6094","","","","8038311303","Liquors-Retail","445310","445310","","","","Private","York","2.00","948000.00","LIQUORATTHELAKE.COM","2014"
"Liquor Barn","2926 Boones Creek Rd","Johnson City","TN","37615","4656","Debbie","Chester","Manager","4232826874","Liquors-Retail","445310","","","","","Private","Washington","6.00","1801000.00","LIQUORBARNJC.COM","2013"
"Liquor Barn","404 Roy Martin Rd # 10","Johnson City","TN","37615","2249","","","","4238065192","Liquors-Retail","445310","","","","","Private","Washington","5.00","1501000.00","","2017"
"Liquor Cabinet","3491 Belle Terre Blvd","Myrtle Beach","SC","29579","8405","Glen","Jones","Manager","8432368356","Liquors-Retail","445310","445310","","","","Private","Horry","1.00","340000.00","","2012"
"Liquor Mart","1315 S Pleasantburg Dr","Greenville","SC","29605","1330","Kerry","Fair Jr","Manager","8642770273","Liquors-Retail","445310","445310","","","","Private","Greenville","4.00","1496000.00","BI-LO.COM","1984"
"Liquor Npnh","320 E Smith St","Timmonsville","SC","29161","1822","Navine","Patel","Owner","8433465593","Liquors-Retail","445310","445310","","","","Private","Florence","2.00","433000.00","","1991"
"Liquor Pointe","5844 Reidville Rd","Moore","SC","29369","9758","","","","8644853315","Liquors-Retail","445310","","","","","Private","Spartanburg","2.00","688000.00","","2018"
"Source: Employer information is provided by Infogroup, Omaha, NE,800/555-5211"
"Copyright 2019 All Rights Reserved. "
"Note:  The infoUSA data shall not be used in any manner as a factor in establishing an employer's eligibility for credit. "
"The information or data obtained from the employer database shall not be used in any manner as a factor in establishing an employer's eligibility for credit. Data represents employer database as of March 2019 "
