"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Charlotte Wine & Food Weekend","1515 Mockingbird Ln # 815","Charlotte","NC","28209","3285","","","","7043389463","Wines-Retail","445310","","","","","Private","Mecklenburg","7.00","3542000.00","CHARLOTTEWINEANDFOOD.ORG","2017"
"Charlotte Wine Svc LLC","3817 Saint Mary Ave","Charlotte","NC","28205","7744","Bill","Bounds","Owner","7040001111","Wines-Retail","445310","","","","","Private","Mecklenburg","7.00","3542000.00","","2016"
"Chatham County ABC","8038 Moncure Pittsboro Rd","Moncure","NC","27559","","Matt","Williams","Manager","9195421164","Liquors-Retail","445310","","","","","Private","Chatham","2.00","374000.00","CHATHAMCOUNTY.ORG","2000"
"Chatham County ABC","50050 Governors Dr","Chapel Hill","NC","27517","8628","Gary","Reives","Manager","9199675114","Liquors-Retail","445310","445310","","","","Private","Chatham","2.00","374000.00","","2001"
"Chatham County ABC Board","11312 US 15 501 N # 302","Chapel Hill","NC","27517","6376","Matt","Williams","Manager","9199421142","Liquors-Retail","445310","921190","","","","Private","Chatham","5.00","933000.00","","1995"
"Chatham Street Wine Market","111 W Chatham St","Cary","NC","27511","3331","","","","9193772988","Wines-Retail","445310","","","","","Private","Wake","2.00","39000.00","CHATHAMSTREETWINE.COM","2015"
"Cheer's Discount Beverage","4504 Socastee Blvd","Myrtle Beach","SC","29588","7242","Vina","Patel","Owner","8432939909","Liquors-Retail","445310","445310","","","","Private","Horry","1.00","340000.00","","2011"
"Cherryville ABC Board","112 N Cherry St","Cherryville","NC","28021","2980","","","","7044352559","Liquors-Retail","445310","445310","","","","Private","Gaston","7.00","205000.00","","2000"
"Chip's Wine & Beer Market","2200 N Croatan Hwy","Kill Devil Hills","NC","27948","9542","Tammy","Kennon","Owner","2524498229","Wines-Retail","445310","","","","","Private","Dare","4.00","942000.00","CHIPSWINEMARKET.COM","2005"
"Chips Wine & Beer Market","102 Moyock Commons Dr # E","Moyock","NC","27958","8738","Phil","Wayland","Owner","2524351629","Wines-Retail","445310","","","","","Private","Currituck","3.00","669000.00","CHIPSWINEMARKET.COM","2005"
"CHL International Trading","3809 Beam Rd # D","Charlotte","NC","28217","2852","Lukas","Livas","President","7043290006","Wines-Retail","445310","541690","","","","Private","Mecklenburg","4.00","2024000.00","CHLWINES.COM","1991"
"Chris Yahnis Coastal","1864 Husted Rd","Conway","SC","29526","8275","Byron","Yahnis","President","8433472855","Liquors-Retail","445310","424810","445310","","","Private","Horry","50.00","16953000.00","","1984"
"Christopher's Wine & Cheese","110 Sunset Dr","Blowing Rock","NC","28605","7242","","","","8284149111","Wines-Retail","445310","","","","","Private","Watauga","2.00","440000.00","CHRISTOPHERSWINEANDCHEESE.COM","2008"
"Chucks Package Store","3401 W Andrew Johnson Hwy","Morristown","TN","37814","3622","Mike","Hodge","Owner","4235811130","Liquors-Retail","445310","445310","","","","Private","Hamblen","6.00","1393000.00","CITIZENTRIBUNE.COM","1984"
"Ciflago Bay LLC","1122 Ski Mountain Rd","Gatlinburg","TN","37738","3838","Robert","Thornton","President","8654121515","Liquors-Retail","445310","","","","","Private","Sevier","2.00","507000.00","","2018"
"Circle Liquor Store","7115 Lone Oak Rd","Spartanburg","SC","29303","1880","Andy","Patel","Owner","8645030887","Liquors-Retail","445310","445310","","","","Private","Spartanburg","2.00","688000.00","","1984"
"City Beverage Inc-Winston Slm","915 Burke St","Winston Salem","NC","27101","2528","Harry","Davis","Owner","3367222774","Beer & Ale-Retail","445310","423820","424490","445310","453998","Private","Forsyth","1.00","482000.00","CITYBEVERAGE.COM","1946"
"City Liquor","1215 N Glenwood Ave","Dalton","GA","30721","2603","","","","7065299966","Liquors-Retail","445310","","","","","Private","Whitfield","2.00","553000.00","","2015"
"City Liquor of Dawsonville","55 Highway 53 W","Dawsonville","GA","30534","3404","","","","7062650079","Liquors-Retail","445310","","","","","Private","Dawson","15.00","3605000.00","DAWSONVILLE-GA.GOV","2008"
"Classic Wineseller","20 Church St","Waynesville","NC","28786","5709","Richard","Miller","Owner","8284526000","Wines-Retail","445310","424820","454110","","","Private","Haywood","2.00","441000.00","CLASSICWINESELLER.COM","1998"
"Clayton Beverage Taproom","11679 US 70 Business Hwy W","Clayton","NC","27520","2266","","","","9193593309","Beer & Ale-Retail","445310","424490","","","","Private","Johnston","4.00","955000.00","CLAYTONBEVERAGECO.COM","2014"
"Clinton City ABC Store","414 Southeast Blvd","Clinton","NC","28328","3628","Barbara","Bailey","Manager","9105924355","Liquors-Retail","445310","","","","","Private","Sampson","5.00","1113000.00","","1989"
"Clyde Soles Liquor Store","4211 Broad St","Loris","SC","29569","2415","Kinesh","Patel","Manager","8437565600","Liquors-Retail","445310","445310","","","","Private","Horry","2.00","679000.00","","1986"
"Coastal ABC","1223 38th Ave N","Myrtle Beach","SC","29577","1313","Jean","Richardson","Manager","8439162340","Liquors-Retail","445310","445310","","","","Private","Horry","1.00","340000.00","","2001"
"Coastal ABC II","3693 Renee Dr","Myrtle Beach","SC","29579","4109","Jean","Richardson","Manager","8432369153","Liquors-Retail","445310","445310","","","","Private","Horry","1.00","340000.00","COASTALABCII.COM","2003"
"Source: Employer information is provided by Infogroup, Omaha, NE,800/555-5211"
"Copyright 2019 All Rights Reserved. "
"Note:  The infoUSA data shall not be used in any manner as a factor in establishing an employer's eligibility for credit. "
"The information or data obtained from the employer database shall not be used in any manner as a factor in establishing an employer's eligibility for credit. Data represents employer database as of March 2019 "
