"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Peewee's Party Shop","4300 N Highway 81","Anderson","SC","29621","7620","","","","8645408119","Liquors-Retail","445310","445310","453220","","","Private","Anderson","2.00","956000.00","","2015"
"Pelham Liquor & Wine","215 Pelham Rd","Greenville","SC","29615","2546","","","","8645580005","Liquors-Retail","445310","445310","","","","Private","Greenville","2.00","748000.00","","2015"
"Pelham Road Party Shop","5019 Pelham Rd","Greenville","SC","29615","5465","Jenny","Davenport","Owner","8642887309","Liquors-Retail","445310","445310","445310","","","Private","Greenville","3.00","1122000.00","","1987"
"Person County ABC Store","712 N Madison Blvd","Roxboro","NC","27573","4638","Dale","Norris","Manager","3365998294","Liquors-Retail","445310","445310","","","","Private","Person","10.00","1940000.00","PERSONCOUNTY.NET","1977"
"Petals of Wytheville","160 Tazewell St","Wytheville","VA","24382","2348","Teresa","King","Owner","2762270031","Beer & Ale-Retail","445310","445310","453220","453110","","Private","Wythe","3.00","724000.00","PETALSOFWYTHEVILLE.COM","2010"
"Petit Philippe LLC","2820 Selwyn Ave # 160","Charlotte","NC","28209","1794","Mark","Meissner","Owner","7043329910","Wines-Retail","445310","","","","","Private","Mecklenburg","7.00","3542000.00","PETITPHILIPPE.COM","2012"
"Piccadilly By Rush Espresso","214 N Tryon St","Charlotte","NC","28202","1078","Paul","Mc Conachy","Owner","9802999347","Wines-Retail","445310","722515","","","","Private","Mecklenburg","7.00","3542000.00","","2017"
"Source: Employer information is provided by Infogroup, Omaha, NE,800/555-5211"
"Copyright 2019 All Rights Reserved. "
"Note:  The infoUSA data shall not be used in any manner as a factor in establishing an employer's eligibility for credit. "
"The information or data obtained from the employer database shall not be used in any manner as a factor in establishing an employer's eligibility for credit. Data represents employer database as of March 2019 "
