"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Durham County ABC Board","5234 N Roxboro Rd","Durham","NC","27712","2831","Doug","Mc Gehee","Manager","9194714854","Liquors-Retail","445310","","","","","Private","Durham","8.00","2201000.00","DURHAMABC.COM","2009"
"Durham County ABC Board","5202 Nc Highway 55","Durham","NC","27713","9432","Stevon","Strudwick","Manager","9195441278","Liquors-Retail","445310","","","","","Private","Durham","5.00","1376000.00","DURHAMABC.COM","2009"
"Durham County ABC Board","3318 Guess Rd","Durham","NC","27705","2106","Tony","Wheeley","Manager","9194770860","Liquors-Retail","445310","","","","","Private","Durham","5.00","1376000.00","DURHAMABC.COM","2009"
"Durham County ABC Board","6209 Falconbridge Rd # A","Chapel Hill","NC","27517","8212","","","","9194196217","Liquors-Retail","445310","","","","","Private","Durham","4.00","1101000.00","DURHAMABC.COM","2009"
"Durham County ABC Store # 1","1928 Holloway St","Durham","NC","27703","2212","Schwana","Howard","Manager","9196824943","Liquors-Retail","445310","452319","","","","Private","Durham","4.00","1101000.00","DURHAMABC.COM","2012"
"Dusty Bend Discount Beverage","2617 Broad St","Camden","SC","29020","2239","","","","8034251070","Beer & Ale-Retail","445310","","","","","Private","Kershaw","10.00","2043000.00","","1995"
"E Liquors","4030 River Oaks Dr","Myrtle Beach","SC","29579","6615","Eric","Estes","Owner","8432366147","Liquors-Retail","445310","445310","","","","Private","Horry","1.00","340000.00","","2011"
"E R Corner Store","254 Mill Rd","Rockingham","NC","28379","5500","Hashed","Hassan","Owner","9109977070","Beer & Ale-Retail","445310","445120","445110","","","Private","Richmond","2.00","442000.00","CORNERSTORE.COM","2006"
"E Z Package","1107 Rose St","Elgin","SC","29045","8339","Kathy","Smith","Owner","8034384389","Liquors-Retail","445310","445310","","","","Private","Kershaw","1.00","205000.00","EZPACKAGE.INFO","1999"
"Eagle Liquor Beer & Wine","120 Robin Helton Dr","Boiling Springs","SC","29316","5388","","","","8645997777","Liquors-Retail","445310","445310","","","","Private","Spartanburg","2.00","688000.00","","2013"
"Eason Wine & Spirits LLC","2186 Cherry Rd # 103","Rock Hill","SC","29732","3282","Gregory","Eason","Owner","8039859463","Liquors-Retail","445310","445310","","","","Private","York","2.00","948000.00","","2015"
"East End Liquor Shoppe","5406 Asheville Hwy","Knoxville","TN","37914","3857","Chris","Pierce","Manager","8656376656","Liquors-Retail","445310","445310","","","","Private","Knox","8.00","2818000.00","EASTENDSPIRITS.COM","1988"
"Eastown Package Store","4640 Charlie Haun Dr","Knoxville","TN","37917","1411","Bruce","Young","Owner","8655233000","Liquors-Retail","445310","445310","","","","Private","Knox","5.00","1761000.00","","1998"
"Eastside Liquor","1201 Highway 19E Byp # 6","Elizabethton","TN","37643","4698","William","Armstrong","Owner","4232971370","Liquors-Retail","445310","445310","","","","Private","Carter","3.00","655000.00","EASTSIDELIQUORANDWINES.COM","2014"
"Edgecombe ABC","1105 E Raleigh Blvd","Rocky Mount","NC","27801","5897","Odel","Pittman","Manager","2524428928","Liquors-Retail","445310","","","","","Private","Edgecombe","5.00","1110000.00","ABC.NC.GOV","2003"
"Edgecombe ABC Board","414 W Wilson St","Tarboro","NC","27886","4237","Mike","Houston","Manager","2528238147","Liquors-Retail","445310","","","","","Private","Edgecombe","30.00","6655000.00","","2012"
"Edgecombe ABC Store 3","100 S 3rd St","Murfreesboro","NC","27855","","","","","2528275982","Liquors-Retail","445310","","","","","Private","Hertford","5.00","977000.00","","2009"
"Edgecombe ABC Store 4","101 W Hamlet St","Pinetops","NC","27864","","Mike","Houston","Manager","2528274562","Liquors-Retail","445310","","","","","Private","Edgecombe","5.00","1110000.00","","2009"
"Edgecombe County ABC Store","101 NE Railroad Street Ext","Whitakers","NC","27891","","Tom","Pierce","Manager","2524371061","Liquors-Retail","445310","","","","","Private","Nash","4.00","925000.00","","2009"
"Elevated Grains","7987 Fayetteville Rd","Raleigh","NC","27603","5631","Michael","Cheek","Owner","9194807440","Beer & Ale-Retail","445310","","","","","Private","Wake","2.00","39000.00","","2018"
"Elevated Mountain Distilling","3732 Soco Rd","Maggie Valley","NC","28751","","Dave","Angel","Owner","8289440766","Wines-Retail","445310","312140","","","","Private","Haywood","5.00","1102000.00","","2015"
"Elizabethtown ABC","2817 W Broad St","Elizabethtown","NC","28337","9121","Mark","Gillespie","Manager","9108622332","Liquors-Retail","445310","","","","","Private","Bladen","6.00","1145000.00","ELIZABETHTOWNNC.ORG","2000"
"Elkin ABC Store","150 Brandywine Cir","Elkin","NC","28621","2253","Eddy","Wilmoth","Manager","3368353450","Liquors-Retail","445310","445310","","","","Private","Surry","3.00","653000.00","","1997"
"Source: Employer information is provided by Infogroup, Omaha, NE,800/555-5211"
"Copyright 2019 All Rights Reserved. "
"Note:  The infoUSA data shall not be used in any manner as a factor in establishing an employer's eligibility for credit. "
"The information or data obtained from the employer database shall not be used in any manner as a factor in establishing an employer's eligibility for credit. Data represents employer database as of March 2019 "
