"Company Name","Street Address","City","State","Zip Code","Zip Plus","Contact First Name","Contact Last Name","Contact Title","Phone","Business Description","Primary NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business Type","County","Employee","Annual Sales","URL","Year Established"
"Mayberry Distillery","461 N South St","Mt Airy","NC","27030","3533","Vann","Mccoy","Owner","3367196860","Wines-Retail","445310","312140","","","","Private","Surry","6.00","1306000.00","MAYBERRYSPIRITS.COM","2015"
"Mccoll Discount Liquor","202 N Main St","Mc Coll","SC","29570","2312","Bobby","Goraya","Owner","8435236073","Liquors-Retail","445310","445310","","","","Private","Marlboro","1.00","172000.00","","2007"
"Mcdaniel's Liquor Store","708 Saluda St","Rock Hill","SC","29730","5742","Paul","Mc Daniel","Owner","8033281810","Liquors-Retail","445310","445310","","","","Private","York","4.00","1895000.00","","1984"
"Mcdaniel's Liquor Store","810 E Main St # C","Laurens","SC","29360","3547","Sheila","Mc Daniel","Owner","8646810355","Liquors-Retail","445310","445310","","","","Private","Laurens","2.00","385000.00","","2010"
"Mcdaniel's Package Store","122 Willard Rd","Clinton","SC","29325","1764","Edward","Mc Daniel","Owner","8649381218","Liquors-Retail","445310","","","","","Private","Laurens","1.00","193000.00","","2003"
"Mcdaniel's Package Store","20820 Highway 76 E","Laurens","SC","29360","7660","Edward","Mc Daniel","Owner","8646832055","Liquors-Retail","445310","445310","","","","Private","Laurens","2.00","385000.00","","2001"
"Mcritchie Wine Co","","Thurmond","NC","28683","","","","","3368743003","Wines-Retail","445310","","","","","Private","Wilkes","2.00","407000.00","MCRITCHIEWINE.COM","2013"
"Mcscrooge's Wines & Liquor","307 N Peters Rd","Knoxville","TN","37922","2331","E I","Gettelsinger","Owner","8656916463","Wines-Retail","445310","445310","445310","445310","","Private","Knox","10.00","3522000.00","MCSCROOGES.COM","1993"
"Meckabc","1332 Central Ave","Charlotte","NC","28205","5010","Richard","Sisson","Manager","9802166992","Liquors-Retail","445310","","","","","Private","Mecklenburg","4.00","2024000.00","MECKABC.COM","2017"
"Mecklenburg ABC","3904 Colony Rd # E","Charlotte","NC","28211","5024","Jason","Hughes","CEO","7042951178","Liquors-Retail","445310","445310","","","","Private","Mecklenburg","3.00","1518000.00","MECKABC.COM","1958"
"Mecklenburg ABC Board","9737 Callabridge Ct","Charlotte","NC","28216","","Joseph","Buell","Manager","7042957603","Liquors-Retail","445310","445310","","","","Private","Mecklenburg","4.00","2024000.00","MECKABC.COM","1958"
"Mecklenburg ABC Liquor Store","1609 N Graham St","Charlotte","NC","28206","3023","","","","7043344148","Liquors-Retail","445310","","","","","Private","Mecklenburg","4.00","2024000.00","MECKABC.COM","1958"
"Mecklenburg ABC Store","16019 Lancaster Hwy","Charlotte","NC","28277","","Mike","Mc Giff","Manager","7045448334","Liquors-Retail","445310","445310","","","","Private","Mecklenburg","5.00","2530000.00","MECKABC.COM","1958"
"Mecklenburg County ABC Store","19701 Statesville Rd","Cornelius","NC","28031","8502","Pam","Ussery","Manager","7047315900","Liquors-Retail","445310","","","","","Private","Mecklenburg","4.00","2024000.00","MECKABC.COM","1958"
"Mecklenburg County ABC Store","9630 University City Blvd # A","Charlotte","NC","28213","3574","Rodney","Moore","Manager","7045931185","Liquors-Retail","445310","445310","","","","Private","Mecklenburg","4.00","2024000.00","MECKABC.COM","1958"
"Mecklenburg County ABC Store","3425 Pineville Matthews Rd","Charlotte","NC","28226","9324","Beverly","Roark","Manager","7045404217","Liquors-Retail","445310","445310","","","","Private","Mecklenburg","3.00","1518000.00","MECKABC.COM","1958"
"Mecklenburg County ABC Store","3333 N Tryon St","Charlotte","NC","28206","2050","Ryan","Smith","Manager","7045883442","Liquors-Retail","445310","445310","","","","Private","Mecklenburg","10.00","5060000.00","MECKABC.COM","1958"
"Mecklenburg County ABC Store","7204 E Independence Blvd","Charlotte","NC","28227","9423","Wayne","Munford","Manager","7045374491","Liquors-Retail","445310","","","","","Private","Mecklenburg","4.00","2024000.00","MECKABC.COM","1958"
"Mecklenburg County ABC Store","7044 Brighton Park Dr","Mint Hill","NC","28227","7971","","","","7047162266","Liquors-Retail","445310","","","","","Private","Mecklenburg","4.00","2024000.00","MECKABC.COM","2018"
"Mecklenburg County ABC Store","1436 E Morehead St","Charlotte","NC","28204","2926","Eric","Hathaway","Manager","7043328267","Liquors-Retail","445310","","","","","Private","Mecklenburg","6.00","3036000.00","MECKABC.COM","1958"
"Mecklenburg County ABC Stores","5125 Nations Ford Rd","Charlotte","NC","28217","2021","Chip","Griffin","Manager","7045258755","Liquors-Retail","445310","445310","","","","Private","Mecklenburg","4.00","2024000.00","","2002"
"Mecklenburg County ABC Strs","10005 Gilead Rd","Huntersville","NC","28078","7517","Alicia","Collins","Manager","7048752651","Liquors-Retail","445310","445310","","","","Private","Mecklenburg","3.00","1518000.00","MECKABC.COM","1958"
"Mecklenburg County ABC Strs","3120 Wilkinson Blvd # D5","Charlotte","NC","28208","5656","William","Hester","Manager","7043944696","Liquors-Retail","445310","","","","","Private","Mecklenburg","12.00","6072000.00","MECKABC.COM","1958"
"Source: Employer information is provided by Infogroup, Omaha, NE,800/555-5211"
"Copyright 2019 All Rights Reserved. "
"Note:  The infoUSA data shall not be used in any manner as a factor in establishing an employer's eligibility for credit. "
"The information or data obtained from the employer database shall not be used in any manner as a factor in establishing an employer's eligibility for credit. Data represents employer database as of March 2019 "
